CGD/C1179700 in EUR from 01.01.2024 to 04.11.2024,,,,,,,,,,
Positions,,,,,,,,,,
,,,,,,,,,,
Quantity,Description,ISIN,Currency,Last Price (QC),"Valuation
(VC, End)",Weighting,MW Performance,Account Number,Telekurs Number,Asset Class Code
 258 740.22,ORDINARY ACCOUNT IN EUR,,EUR,1.00, 258 740.22,13.05%,-11.82%,C1179700,,Cash
43 297.53,ORDINARY ACCOUNT IN USD,,USD,1.09,39 724.05,2.00%,-0.58%,C1179700,,Cash
 140 000.00,4.3% Fid. On Call BNP PARIBAS LUX CWAIVER CALL On Call No. 54697,,USD,1.09, 128 506.72,6.48%,4.85%,C1179700,,Short-Term Instruments
7 978.73,DHARMARESEARCH DR GBL A,LU1901202363,EUR,103.21, 823 484.93,41.54%,3.46%,C1179700,0444336850,Fixed Income
1 200.00,ISHARES III EURO GOV BD,IE00B4WXJJ64,EUR,111.62, 133 944.00,6.76%,0.81%,C1179700,0101275080,Fixed Income
3 065.52,DHARMARESEARCH DR EQ A,LU1901202280,EUR,163.09, 499 956.31,25.22%,5.67%,C1179700,0444336750,Equities
1 045.81,MONTLAKE ALPHAQUEST INS €,IE00BD08G390,EUR,93.63,97 916.44,4.94%,-0.71%,C1179700,0335314140,Other Investments
