CGD/C1179700 in EUR from 01.01.2024 to 31.01.2024,,,,,,,,,,
Positions,,,,,,,,,,
,,,,,,,,,,
Quantity,Description,ISIN,Currency,Last Price (QC),"Valuation
(VC, End)",Weighting,MW Performance,Account Number,Telekurs Number,Asset Class Code
1 106.52,ORDINARY ACCOUNT IN EUR,,EUR,1.00,1 106.52,0.06%,0.00%,C1179700,,Cash
49 729.37,ORDINARY ACCOUNT IN USD,,USD,1.09,45 780.76,2.36%,-0.96%,C1179700,,Cash
 140 000.00,4.8% Fid. On Call BNP PARIBAS LUX CWAIVER CALL On Call No. 54697,,USD,1.09, 128 883.71,6.66%,2.18%,C1179700,,Short-Term Instruments
7 678.73,DHARMARESEARCH DR GBL A,LU1901202363,EUR,99.78, 766 183.88,39.58%,0.09%,C1179700,0444336850,Fixed Income
1 200.00,ISHARES III EURO GOV BD,IE00B4WXJJ64,EUR,110.92, 133 104.00,6.88%,-0.78%,C1179700,0101275080,Fixed Income
4 865.52,DHARMARESEARCH DR EQ A,LU1901202280,EUR,156.23, 760 140.81,39.27%,0.70%,C1179700,0444336750,Equities
1 045.81,MONTLAKE ALPHAQUEST INS €,IE00BD08G390,EUR,96.17, 100 570.70,5.20%,1.98%,C1179700,0335314140,Other Investments
