"Securities Non-Ledger Movements Details;;;;;;;;;;;;Financial Instrument Details;;;;;;;;;;;;;;;;;;;;;;;;;;;Investment Account Details;;"
"Client ID;Transaction Reference;Type;Quantity;Creation Date;Value Date;Market Price;Price Currency;Rate Type;Operation Type Code;Weighted Average Cost;Internal Reference;KBL Code identifying Security used;ISIN Code;Telekurs Code;Sedol Code;Description of Security;Type of Financial Instrument;Complementary Type;Expression Type;Currency Code;VNI Frequency;Place of Listing;Calculation Basis;Contract size;Strike Price;Currency Strike Price;Maturity Date;Interest Type;Interest Rate in percentage;Coupon Periodicity;Coupon Maturity;Issue Date;Issue Nominal Amount;Issue Nominal Amount Currency;Indicator Issue Emission;Indicateur Equalization Factor;Rating S&P;Economic Sector;KBL Account Number;Account Name;Client Name"
"K00149ED;KLXP2B25EBEAD671;ACH;388,00;2025-12-08;2025-12-10; 141,72;USD; ; ; ; ; 1141348930;LU2392538067;114134893;;<![CDATA[AQR ALT UCITS IAU1]]>;TRUSTUNITS;<![CDATA[OUTSIDE HEDGE FUND]]>;PCS;	USD;	JOU;;;;USD;;;;;;;0,00;USD;;N;;;WEALINS-FR037466-ARTHA FINANCE;WEALINS-FR037466-ARTHA FINANCE;K00149ED;"
"K06899YP;KLXP2B25EBEAD69C;ACH;643,00;2025-12-08;2025-12-10; 141,72;USD; ; ; ; ; 1141348930;LU2392538067;114134893;;<![CDATA[AQR ALT UCITS IAU1]]>;TRUSTUNITS;<![CDATA[OUTSIDE HEDGE FUND]]>;PCS;	USD;	JOU;;;;USD;;;;;;;0,00;USD;;N;;;UL-PCP 43843 - INTGFD-ARTHA;UL-PCP 43843 - INTGFD-ARTHA;K06899YP;"
